,Unnamed: 0,label,original,hypothesis,modified
15214,15214,contradiction,a little girl in a flower swimsuit running across the beach with waves in the background.,a little girl rides a snowboard on a mountain.,a little white girl rides a snowboard on a mountain.
15215,15215,contradiction,a little girl in a flower swimsuit running across the beach with waves in the background.,it is winter.,it is winter.
15216,15216,entailment,a little girl in a flower swimsuit running across the beach with waves in the background.,a girl runs by a body of water.,a little girl runs by a body of water.
15217,15217,entailment,a little girl in a flower swimsuit running across the beach with waves in the background.,there is a girl by a body of water.,there is a little girl by a body of water.
15218,15218,neutral,a little girl in a flower swimsuit running across the beach with waves in the background.,a girl has some sand stuck to her swimsuit.,a female girl has some black sand stuck to her swimsuit.
15219,15219,contradiction,a little girl in a flower swimsuit running across the beach with waves in the background.,a little boy is sitting on some sand,a little boy is sitting on some black sand
15220,15220,entailment,a little girl in a flower swimsuit running across the beach with waves in the background.,a little girl waves in the background at a beach while running in her swimsuit.,a little white girl waves in the background at a distant beach while running in her swimsuit.
15221,15221,neutral,a little girl in a flower swimsuit running across the beach with waves in the background.,there are multiple people around.,there are multiple white people around.
15222,15222,neutral,a little girl in a flower swimsuit running across the beach with waves in the background.,a little girl is running to get seashells,a little white girl is running to get seashells
15223,15223,entailment,a little girl in a flower swimsuit running across the beach with waves in the background.,a little girl runs on the beach,a little white girl runs on the right beach
15224,15224,neutral,a little girl in a flower swimsuit running across the beach with waves in the background.,a little girl is wearing a flower swimsuit and running across a beach towards her mother.,a little white girl is wearing a flowered swimsuit and running across a sandy beach towards her mother.
15225,15225,contradiction,a little girl in a flower swimsuit running across the beach with waves in the background.,a little girl swims at a beach.,a little white girl swims at a beach.
15226,15226,entailment,a little girl in a flower swimsuit running across the beach with waves in the background.,a little girl is wearing a flower swimsuit and running across a beach.,a little white girl is wearing a flower girl swimsuit and running across a beach.
15227,15227,contradiction,a little girl in a flower swimsuit running across the beach with waves in the background.,a little girl is wearing a flower swimsuit and playing in the sand.,a little white girl is wearing a flower pink swimsuit and playing in the sand.
15228,15228,neutral,a little girl in a flower swimsuit running across the beach with waves in the background.,a little girl waves at her parents at a beach.,a little white girl waves at her parents at a beach.
15229,15229,neutral,a blond girl with braids taking pictures in a crowd.,the girl is taking pictures of the crowd.,the white girl is taking pictures of the crowd.
15230,15230,contradiction,a blond girl with braids taking pictures in a crowd.,a fox plays the trombone.,a fox plays the trombone.
15231,15231,neutral,a blond girl with braids taking pictures in a crowd.,the girl is taking pictures of a tourist attraction.,the middle girl is taking pictures of a tourist attraction.
15232,15232,neutral,a blond girl with braids taking pictures in a crowd.,braids is the girl's favorite hairstyle.,The braids is the young girl's favorite female hairstyle.
15233,15233,contradiction,a blond girl with braids taking pictures in a crowd.,a blonde girl is taking a dump in the dirty port-a-potty.,a blonde white girl is taking a dump in the dirty port- a- potty.
15234,15234,contradiction,a blond girl with braids taking pictures in a crowd.,the girl stands alone on a street corner.,the white girl stands alone on a street corner.
15235,15235,contradiction,a blond girl with braids taking pictures in a crowd.,the girl is at lunch with her boyfriend.,the white girl is at lunch with her boyfriend.
15236,15236,entailment,a blond girl with braids taking pictures in a crowd.,there are a lot of people.,there are a big lot of young people.
15237,15237,entailment,a blond girl with braids taking pictures in a crowd.,the girl is taking pictures while in the middle of a crowd.,the white girl is taking pictures while in the middle of a crowd.
15238,15238,neutral,a girl in pink is on the shoulders of a mustached man.,a girl in a pink dress is holding a balloon in one hand and waving the other.,a little girl in a pink dress is holding a balloon in one right hand and waving the other.
15239,15239,contradiction,a girl in pink is on the shoulders of a mustached man.,the guy who is shown is too weak to have anyone of any size sit on his shoulders.,the big guy who is shown is too weak to have even anyone of any real size sit on his big shoulders.
15240,15240,entailment,a girl in pink is on the shoulders of a mustached man.,a man carries a girl,a tall man carries a young girl
15241,15241,entailment,a girl in pink is on the shoulders of a mustached man.,a man is holding a girl up on his shoulders.,a large man is holding a little girl up on his shoulders.
15242,15242,contradiction,a girl in pink is on the shoulders of a mustached man.,a girl in black is performing a gymnastics routine in front of a large crowd.,a white girl in black is performing a gymnastics routine in front of a large crowd.
15243,15243,contradiction,a girl in pink is on the shoulders of a mustached man.,the man is at home sleeping,the right man is at home sleeping
15244,15244,entailment,a girl in pink is on the shoulders of a mustached man.,somebody who is shown has facial hair.,The somebody who is shown has facial like hair.
15245,15245,entailment,a girl in pink is on the shoulders of a mustached man.,two people are close together.,two persons people are close together.
15246,15246,neutral,a girl in pink is on the shoulders of a mustached man.,the girl is his wife,the first girl is his wife
15247,15247,contradiction,a girl in pink is on the shoulders of a mustached man.,the girl and the man fly a kite together.,the woman girl and the white man fly a kite together.
15248,15248,neutral,a girl in pink is on the shoulders of a mustached man.,the girl is the man's granddaughter.,the white girl is the man's granddaughter.
15249,15249,contradiction,a girl in pink is on the shoulders of a mustached man.,the two boys are running together in a field.,the two white boys are running together in a baseball field.
15250,15250,entailment,a girl in pink is on the shoulders of a mustached man.,the girl rides on the man's shoulders.,the white girl rides on the man's shoulders.
15251,15251,neutral,a girl in pink is on the shoulders of a mustached man.,acrobats perform at a circus.,acrobats perform at a circus.
15252,15252,neutral,a girl in pink is on the shoulders of a mustached man.,the girl covers the man's eyes with her hand.,the peasant girl covers the man's eyes with her hand.
15253,15253,contradiction,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a blond haired girl and a man are sitting at the park.,a blond haired teenage girl and a white man are sitting at the park.
15254,15254,neutral,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a girl is watching a parade from the top of her dad's shoulders.,a younger girl is watching a parade from the top of her dad's shoulders.
15255,15255,contradiction,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,the girl sits on her father's lap.,the mother girl sits on her father's lap.
15256,15256,contradiction,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a child is performing at a piano recital in front of a crowd of albinos.,a child is performing at a piano recital in open front of a crowd of albinos.
15257,15257,entailment,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a child is sitting on the shoulders of a man amid a group of people.,a child is sitting on the shoulders of a young man amid a group of people.
15258,15258,entailment,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a young child is outside with a man.,a young child is outside with a black man.
15259,15259,neutral,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a girl sits on her father's shoulders to garner a better look.,a little girl sits on her father's shoulders to garner a better look.
15260,15260,entailment,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a child is riding an adult.,a child is riding an adult.
15261,15261,neutral,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a father lifts his daughter to see the view.,a male father lifts his middle daughter to see the full view.
15262,15262,contradiction,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a girl is on her tiptoes in a crowd.,a black girl is on her tiptoes in a crowd.
15263,15263,neutral,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a man's young daughter is riding on his shoulders.,a rich man's young wife daughter is riding on his broad shoulders.
15264,15264,contradiction,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a man is carrying a young girl in his arms.,a tall man is carrying a young female girl in his arms.
15265,15265,neutral,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,"dad lets daughter sits on his shoulders, to see what is going on.","The dad lets one daughter sits on his right shoulders, to see what is going on."
15266,15266,entailment,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,there is a child hoisted above an older man.,there is a child hoisted above an older black man.
15267,15267,entailment,a young blond girl in pink shirt and pigtails is sitting atop a man's shoulders in a crowd.,a man is holding a little girl on his shoulders.,a large man is holding a little white girl on his shoulders.
15268,15268,entailment,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a girl holds her hands up in the air.,a black girl holds her hands up in the air.
15269,15269,neutral,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,the girl is outside in the sun.,the white girl is outside in the sun.
15270,15270,contradiction,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,the girl is asleep.,the white girl is asleep.
15271,15271,contradiction,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a girl is dancing with the devil.,a white girl is dancing with the devil.
15272,15272,neutral,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a little girl has cool parents that take her to rock concerts.,a little white girl has cool parents that take her to rock concerts.
15273,15273,neutral,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a tiny girl acts like a rock star with the hand signal and holding pink sunglasses.,a tiny white girl acts like a rock star with the red hand signal and holding pink sunglasses.
15274,15274,entailment,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,the girl is making a hand signal.,the white girl is making a white hand signal.
15275,15275,contradiction,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a little girl is trying to summon satan with the help of a blood sacrifice.,a little white girl is trying to summon satan with the help of a blood sacrifice.
15276,15276,entailment,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a girl in pink is rocking  the sign of the horns.,a beautiful girl in pink is rocking the sign of the horns.
15277,15277,neutral,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a girl is throwing up the devil horns.,a white girl is throwing up the devil horns.
15278,15278,neutral,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a little girl rocks out at an outside concert.,a little white girl rocks out at an outside concert.
15279,15279,entailment,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a little girl makes a hand gesture.,a little white girl makes a small hand gesture.
15280,15280,contradiction,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a huge woman in black sticks up her middle finger while wearing glasses.,a huge black woman in black sticks up her middle finger while wearing glasses.
15281,15281,entailment,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a tiny girl holds up the rock and roll hand salute.,a tiny white girl holds up the rock and roll one hand salute.
15282,15282,contradiction,a little girl in pink is holding up her pointer finger and pinkie finger in the air while holding her sunglasses in the other hand.,a man buys a plane ticket online.,a black man buys a plane ticket online.
15283,15283,contradiction,a young girl is on the shoulders of a man.,a man sits on the shoulders of a little girl.,a little man sits on the shoulders of a little girl.
15284,15284,entailment,a young girl is on the shoulders of a man.,a child sits on a mans shoulders to see.,a child sits on a two mans shoulder shoulders to see.
15285,15285,neutral,a young girl is on the shoulders of a man.,a girl climbs up onto her dads shoulders while playing.,a teenage girl climbs up onto her dads shoulders while playing.
15286,15286,contradiction,a blond girl with braids taking pictures in a crowd.,the girl is painting a picture of the crowd.,the white girl is painting a picture of the crowd.
15287,15287,entailment,a blond girl with braids taking pictures in a crowd.,a girl takes photos.,a female girl takes photos.
15288,15288,entailment,a blond girl with braids taking pictures in a crowd.,the girl has a camera.,the middle girl has a camera.
15289,15289,entailment,a blond girl with braids taking pictures in a crowd.,a blonde girl has a camera.,a blonde white girl has a camera.
15290,15290,neutral,a blond girl with braids taking pictures in a crowd.,a blonde girl has long hair.,a blonde female girl has long hair.
15291,15291,neutral,a blond girl with braids taking pictures in a crowd.,people are in the photos.,These people are in the photos.
15292,15292,entailment,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,a boy having fun outdoors.,a teenage boy having fun outdoors.
15293,15293,entailment,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,a little boy is jumping up and down on the trampoline.,a little black boy is jumping up and down on the trampoline.
15294,15294,neutral,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,a little boy with read hair is doing his exercises on the trampoline at school.,a little black boy with readable hair is doing his exercises on the trampoline at school.
15295,15295,contradiction,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,the boy sits on the grass and cries.,the little boy sits on the green grass and cries.
15296,15296,neutral,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,the boy is doing flips on the trampoline.,the middle boy is doing flips on the trampoline.
15297,15297,entailment,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,a young boy is jumping on a trampoline.,a young black boy is jumping on a trampoline.
15298,15298,neutral,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,a boy bouncing on a trampoline until it is time for dinner.,a teenage boy bouncing on a trampoline until it is time for dinner.
15299,15299,contradiction,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,a little girl is sitting on the trampoline crying.,a little black girl is sitting on the trampoline crying.
15300,15300,entailment,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,the boy is enjoying himself jumping up and down.,the middle boy is enjoying himself jumping up and down.
15301,15301,neutral,a young boy jumping barefoot on a trampoline in his grassy backyard.,a boy jumps on his brand new trampoline outside in the backyard,a teenage boy jumps on his brand new trampoline outside in the backyard
15302,15302,contradiction,a young boy jumping barefoot on a trampoline in his grassy backyard.,a boy sits on a bench putting on his boots.,a young boy sits on a bench putting on his boots.
15303,15303,neutral,a young boy jumping barefoot on a trampoline in his grassy backyard.,a boys has misplaced his shoes.,a three boys has misplaced his black shoes.
15304,15304,contradiction,a young boy jumping barefoot on a trampoline in his grassy backyard.,the child has red shoes on.,the middle child has red football shoes on.
15305,15305,contradiction,a young boy jumping barefoot on a trampoline in his grassy backyard.,a girl jumps on her trampoline in her backyard,a teenage girl jumps on her trampoline in her home backyard
15306,15306,entailment,a young boy jumping barefoot on a trampoline in his grassy backyard.,a person jumping.,a second person jumping.
15307,15307,contradiction,a young boy jumping barefoot on a trampoline in his grassy backyard.,a boy is sitting on the swing.,a black boy is sitting on the swing.
15308,15308,neutral,a young boy jumping barefoot on a trampoline in his grassy backyard.,the child is jumping up to do a flip in midair.,the second child is jumping up to do a double flip in midair.
15309,15309,neutral,a young boy jumping barefoot on a trampoline in his grassy backyard.,a boy is high in the air.,a black boy is high in the air.
15310,15310,contradiction,this child is jumping on a large trampoline.,a child plays on a slide.,a female child plays on a piano slide.
15311,15311,entailment,this child is jumping on a large trampoline.,a child plays on a trampoline.,a female child plays on a trampoline.
15312,15312,neutral,this child is jumping on a large trampoline.,a girl jumps on a blue trampoline.,a black girl jumps on a blue trampoline.
15313,15313,contradiction,"a child, wearing green, is bouncing on the trampoline.",a man working on a car,a black man working on a car
15314,15314,entailment,"a child, wearing green, is bouncing on the trampoline.",a child outside,a female child outside
15315,15315,neutral,"a child, wearing green, is bouncing on the trampoline.",a boy trying to bounce high on a trampoline,a teenage boy trying to bounce high on a trampoline
15316,15316,entailment,a young boy jumping barefoot on a trampoline in his grassy backyard.,the child is outdoors.,the middle child is outdoors.
15317,15317,neutral,a young boy jumping barefoot on a trampoline in his grassy backyard.,a blonde boy jumping.,a blonde female boy jumping.
15318,15318,contradiction,a young boy jumping barefoot on a trampoline in his grassy backyard.,the backyard has no grass.,the second backyard has no black grass.
15319,15319,entailment,a young boy jumping barefoot on a trampoline in his grassy backyard.,a young boy jumps on a trampoline wearing nothing on his feet,a young teenage boy jumps on a trampoline wearing nothing on his right feet
15320,15320,entailment,a young boy jumping barefoot on a trampoline in his grassy backyard.,a boy is outside.,a black boy is outside.
15321,15321,entailment,a young boy jumping barefoot on a trampoline in his grassy backyard.,a young boy is getting some exercise.,a young black boy is getting some exercise.
15322,15322,contradiction,a young boy in shorts and a green shirt making a face while airborne on a trampoline.,a boy makes his way to space from a super trampoline created by nasa.,a teenage boy makes his way to space from a super trampoline created by nasa.
15323,15323,neutral,a young boy in shorts and a green shirt making a face while airborne on a trampoline.,a boy jumps while his friend watches.,a young boy jumps while his friend watches.
15324,15324,entailment,a young boy in shorts and a green shirt making a face while airborne on a trampoline.,a boy jumps on trampoline.,a young boy jumps on trampoline.
15325,15325,neutral,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,the boy is doing front flips on the trampoline.,the middle boy is doing front flips on the trampoline.
15326,15326,contradiction,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,"a girl inside, weak from her cancer.","a small girl inside, weak from her cancer."
15327,15327,contradiction,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,the boy is eating a peanut butter and jelly sandwich.,the black boy is eating a peanut butter and jelly sandwich.
15328,15328,contradiction,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,the boy is wearing his pajamas outside.,the middle boy is wearing his pajamas outside.
15329,15329,entailment,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,the boy is moving up and down.,the white boy is moving up and down.
15330,15330,neutral,a little boy wearing a long-sleeve t-shirt and shorts having fun bouncing on a trampoline.,a boy is showing off his flips on a trampoline.,a young boy is showing off his flips on a trampoline.
15331,15331,contradiction,a male with a beard is playing a guitar.,the man is playing the drums.,the black man is playing the drums.
15332,15332,entailment,a man in a burgundy jacket sits before a beige background while playing a guitar.,a man plays guitar.,a black man plays guitar.
15333,15333,neutral,a man in a burgundy jacket sits before a beige background while playing a guitar.,a man plays his old guitar.,a black man plays his old guitar.
15334,15334,contradiction,a man in a burgundy jacket sits before a beige background while playing a guitar.,a man plays piano.,a black man plays piano.
15335,15335,neutral,white man with gray beard playing acoustic guitar against a white tiled background.,a man with a beard plays a guitar for an audience.,a black man with a black beard plays a guitar for an audience.
15336,15336,entailment,white man with gray beard playing acoustic guitar against a white tiled background.,a man with a beard plays a guitar in the room,a black man with a black beard plays a guitar in the room
15337,15337,contradiction,white man with gray beard playing acoustic guitar against a white tiled background.,a man watches another man play guitar.,a young man watches another man play guitar.
15338,15338,neutral,a bearded man plays guitar leaning against a white wall.,the guitar is covered in stickers.,the guitar is covered in white stickers.
15339,15339,contradiction,a bearded man plays guitar leaning against a white wall.,a clean shaven man is taking a bath,a clean shaven white man is taking a bath
15340,15340,entailment,a bearded man plays guitar leaning against a white wall.,a guitar playing man with a beard leans on a wall,a guitar playing one man with a black beard leans on a brick wall
15341,15341,neutral,a bearded man plays guitar leaning against a white wall.,a bearded man plays a song for a crowd while leaning agaisnt a white wall on a street corner.,a bearded young man plays a song for a crowd while leaning agaisnt a white brick wall on a street corner.
15342,15342,entailment,a bearded man plays guitar leaning against a white wall.,a bearded man plays a song against a white wall.,a bearded black man plays a song against a white wall.
15343,15343,contradiction,a bearded man plays guitar leaning against a white wall.,a breaded man sits in his chair stroking his beard.,a breaded young man sits in his chair stroking his beard.
15344,15344,neutral,a bearded man plays guitar leaning against a white wall.,a man is practicing for an upcoming band tryout,a black man is practicing for an upcoming band tryout
15345,15345,contradiction,a bearded man plays guitar leaning against a white wall.,a woman is juggling.,a black woman is juggling.
15346,15346,neutral,a bearded man plays guitar leaning against a white wall.,a homeless man plays guitar,a homeless one man plays guitar
15347,15347,neutral,a bearded man plays guitar leaning against a white wall.,a plays a rock song on his guitar.,a plays a punk rock style song on his guitar.
15348,15348,entailment,a bearded man plays guitar leaning against a white wall.,a man is playing the guitar.,a black man is playing the guitar.
15349,15349,entailment,a bearded man plays guitar leaning against a white wall.,a person leaning against a wall is playing an instrument.,a person leaning against a brick wall is playing an instrument.
15350,15350,entailment,a bearded man plays guitar leaning against a white wall.,a person is making music.,a female person is making Japanese music.
15351,15351,contradiction,a bearded man plays guitar leaning against a white wall.,the woman is shaking a tambourine.,the white woman is shaking a tambourine.
15352,15352,contradiction,a bearded man plays guitar leaning against a white wall.,yo yo ma plays his cello for a concert hall packed with chimps,yo yo boy ma plays his cello for a concert music hall packed with chimps
15353,15353,entailment,an older man sitting against a call with a guitar in his hands.,the older man is holding a guitar.,the older black man is holding a guitar.
15354,15354,contradiction,an older man sitting against a call with a guitar in his hands.,the older man is holding a trombone.,the older black man is holding a trombone.
15355,15355,neutral,an older man sitting against a call with a guitar in his hands.,the older man is a musician.,the older black man is a musician.
15356,15356,neutral,a male with a beard is playing a guitar.,a bearded homelss man plays guitar,a bearded homelss ... man plays guitar
15357,15357,entailment,a male with a beard is playing a guitar.,a bearded gentleman creates music with his guitar.,a bearded black gentleman creates classical music with his guitar.
15358,15358,entailment,a male with a beard is playing a guitar.,a guitar playing man sports a beard,a guitar playing one man sports a black beard
15359,15359,entailment,a male with a beard is playing a guitar.,a male has a beard.,a female male has a black beard.
15360,15360,contradiction,a male with a beard is playing a guitar.,"a man sings loudly, while playing the violin.","a black man sings loudly, while playing the violin."
15361,15361,entailment,a male with a beard is playing a guitar.,the man is playing the guitar.,the middle man is playing the guitar.
15362,15362,entailment,a male with a beard is playing a guitar.,the man has a musical instrument.,the middle man has a musical instrument.
15363,15363,neutral,a male with a beard is playing a guitar.,the man is playing his favorite song.,the black man is playing his favorite song.
15364,15364,contradiction,a male with a beard is playing a guitar.,a clean-shaven male is playing a guitar.,a clean- shaven female male is playing a guitar.
15365,15365,neutral,a male with a beard is playing a guitar.,a male has a beard because he does not like to shave.,a male has a short beard because he does not like to shave.
15366,15366,neutral,a male with a beard is playing a guitar.,a musician demonstrates his skills with the guitar.,a musician demonstrates his natural skills with the guitar.
15367,15367,contradiction,a male with a beard is playing a guitar.,a man banging away on drums.,a black man banging away on drums.
15368,15368,contradiction,a male with a beard is playing a guitar.,a vocalist performs in a studio,a vocalist performs in a music studio
15369,15369,neutral,a male with a beard is playing a guitar.,an adult is singing an original song.,an adult is singing an original Korean song.
15370,15370,entailment,a climber is scaling a mountain cliff.,a climber is scaling mountain,a climber is scaling another mountain
15371,15371,neutral,a man in a white helmet and huge backpack is rock climbing.,a man in a white helmet and huge backpack is rock climbing with a group.,a young man in a white black helmet and huge black backpack is enjoying rock climbing with a group.
15372,15372,contradiction,a mountain climber follows the edge of the mountain.,the mountain climber scales a sheer rock face.,the average mountain climber scales a sheer mountain rock face.
15373,15373,neutral,a mountain climber follows the edge of the mountain.,the climber is following a trail.,the second climber is following a trail.
15374,15374,entailment,a mountain climber follows the edge of the mountain.,the mountain has a climber walking along the edge.,the second mountain has a climber walking along the edge.
15375,15375,entailment,a mountain climber has reached the top of a brown rock.,the mountain climber reached the top of the mountain,the second mountain climber reached the top of the mountain
15376,15376,neutral,a man climbs up a mountain.,the man is young.,the middle man is young.
15377,15377,contradiction,a mountain climber has reached the top of a brown rock.,a guy went for a walk along the river,a little guy went for a walk along the river
15378,15378,contradiction,a man climbs up a mountain.,the man is sitting on the couch.,the black man is sitting on the couch.
15379,15379,entailment,a man climbs up a mountain.,the man is climbing.,the white man is climbing.
15380,15380,neutral,a climber is scaling a mountain cliff.,scaling mountain cliff,scaling around mountain cliff
15381,15381,contradiction,a climber is scaling a mountain cliff.,mountain cliff scalling,climbing mountain rock cliff rock scalling
15382,15382,neutral,a mountain climber has reached the top of a brown rock.,the mountain climber reached the hilltop,the second mountain climber reached the hilltop
15383,15383,contradiction,a man in a white helmet and huge backpack is rock climbing.,a man without equipment is climbing a mountain.,a black man without equipment is climbing a mountain.
15384,15384,entailment,a man in a white helmet and huge backpack is rock climbing.,a man is rock climbing.,a black man is making rock climbing.
15385,15385,entailment,two women work in a cookie factory.,two women work in a factory,two men women work in a glass factory
15386,15386,entailment,two woman are in a warehouse wearing mask.,two women in masks are in the warehouse.,two white women in black masks are in the police warehouse.
15387,15387,contradiction,two woman are in a warehouse wearing mask.,two men are working in the warehouse.,two men are working in the new warehouse.
15388,15388,contradiction,two women work in a cookie factory.,two aliens work in a factory,two aliens work in a glass factory
15389,15389,neutral,two women work in a cookie factory.,two women work in a big factory,two black women work in a big black factory
15390,15390,neutral,two indian women in sari's work inside a factory.,the women are working at sewing machines.,the white women are working at sewing factory machines.
15391,15391,contradiction,two indian women in sari's work inside a factory.,two men are working in a factory.,two men are working in a glass factory.
15392,15392,entailment,two indian women in sari's work inside a factory.,the women are working at a factory.,the four women are working at a glass factory.
15393,15393,entailment,two ladies wearing medical mask working in a food factory.,two woman wearing masks are working.,two people woman wearing masks are working.
15394,15394,neutral,two ladies wearing medical mask working in a food factory.,two woman wearing masks are working hard on a tuesday night.,two people woman wearing masks are working hard on a tuesday night.
15395,15395,contradiction,two ladies wearing medical mask working in a food factory.,ten people wearing masks are working for the government.,ten thousand people wearing black masks are working for the government.
15396,15396,entailment,women in dresses work the assembly line while wearing masks and hairnets.,women are working together,The women are working together
15397,15397,neutral,women in dresses work the assembly line while wearing masks and hairnets.,there are women working for santa clause,there are two women working for santa [MASK]s
15398,15398,contradiction,women in dresses work the assembly line while wearing masks and hairnets.,women are making tents,two women are making white tents
15399,15399,neutral,two woman are in a warehouse wearing mask.,two women in pinks masks are in the warehouse.,two black women in pinks hair masks are in the empty warehouse.
15400,15400,entailment,four men standing near a yellow car.,people are standing by a car.,The people are standing by a white car.
15401,15401,neutral,men standing around a car with a lamp behind them.,the men are moving furniture.,the white men are moving house furniture.
15402,15402,contradiction,men standing around a car with a lamp behind them.,the two men are going to the ballet.,the two black men are going to the ballet.
15403,15403,entailment,men standing around a car with a lamp behind them.,men standing around a car outside.,men standing around a Chinese car outside.
15404,15404,contradiction,interior of yellow car is filmed.,a group takes pictures of cars exteriors.,a small group takes large pictures of Japanese cars like exteriors.
15405,15405,entailment,interior of yellow car is filmed.,a car interior is being filmed.,a race car interior is being filmed.
15406,15406,neutral,interior of yellow car is filmed.,a crew is filming for a car show,a crew is filming for a special car show
15407,15407,entailment,a movie with a car is being filmed on the street.,a car is filmed for a movie.,a sports car is filmed for a movie.
15408,15408,contradiction,a movie with a car is being filmed on the street.,a man takes a picture of a tree in the park.,a black man takes a picture of a palm tree in the park.
15409,15409,neutral,a movie with a car is being filmed on the street.,a car stars in a movie.,a new car stars in a movie.
15410,15410,entailment,a car being prepared for a photo shoot.,an automobile is being made suitable for capturing on camera.,an Indian automobile is being made suitable for capturing on one camera.
15411,15411,contradiction,a car being prepared for a photo shoot.,a car is being abandoned as all people in its vicinity flee from it.,a police car is being abandoned as all people in its vicinity flee from it.
15412,15412,neutral,a car being prepared for a photo shoot.,a car is being waxed in preparation for an ad.,a new car is being waxed in preparation for an ad.
15413,15413,neutral,four men standing near a yellow car.,four men are standing near a yellow ferrari.,four black men are standing near a yellow coloured ferrari.
15414,15414,contradiction,four men standing near a yellow car.,four men are sitting in a restaurant.,four black men are sitting in a restaurant.
15415,15415,neutral,a man walks down a sidewalk near a coca cola mural.,a man is going to visit a monument.,a white man is going to visit a stone monument.
15416,15416,contradiction,a man walks down a sidewalk near a coca cola mural.,a man running in a track event.,a black man running in a long track racing event.
15417,15417,neutral,person holding boxes in a street in front of a wall painted with antique advertisements.,the woman is shopping and carrying her purchases.,the middle woman is shopping and carrying her new purchases.
15418,15418,entailment,person holding boxes in a street in front of a wall painted with antique advertisements.,the man is carrying boxes.,the middle man is carrying three boxes.
15419,15419,contradiction,person holding boxes in a street in front of a wall painted with antique advertisements.,the man is drinking beer in the pub.,the white man is drinking beer in the new pub.
15420,15420,contradiction,a man is walking uphill on a street with two boxes on his shoulder.,the man is with two cats on his shoulder,the middle man is with two cats on his left shoulder
15421,15421,neutral,a man is walking uphill on a street with two boxes on his shoulder.,the man is fifty,the right man is fifty
15422,15422,entailment,a man is walking uphill on a street with two boxes on his shoulder.,a man is walking,a white man is walking
15423,15423,neutral,the side of a building next to a church is painted with a brightly colored coca-cola sign.,the owner of a building is leasing out advertising space.,the owner of a residential building is leasing out advertising space.
15424,15424,contradiction,the side of a building next to a church is painted with a brightly colored coca-cola sign.,there is a coca-cola sign on a church next to a building.,there is a coca- cola love sign on a church next to a building.
