,image_id,original,modified
21824,"4362    213033
Name: id, dtype: int64",A man in a red jacket standing next to a river.,elderly man in a red jacket standing next to a river.
21825,"4362    213033
Name: id, dtype: int64",A man with an umbrella is smiling on a cloudy day.,A lucky man with an umbrella is smiling on a cloudy day.
21826,"4362    213033
Name: id, dtype: int64",A man in a red jacket holding an umbrella outside near a harbor. ,A bald man in a red jacket holding an umbrella outside near a harbor. 
21827,"4363    329041
Name: id, dtype: int64",A group of brief cases are piled up on the sidewalks.,A group of dozen brief cases are piled up on the sidewalks.
21828,"4363    329041
Name: id, dtype: int64",Several pieces of luggage are on display. ,Several pieces of glass are on display. 
21829,"4363    329041
Name: id, dtype: int64",four brown stacked suitcases and a woman with a red purse,four brown stacked suitcases and a woman with a red leather purse
21830,"4363    329041
Name: id, dtype: int64",a stack of suitcases out on the street,a clutch of suitcases out on the street
21831,"4363    329041
Name: id, dtype: int64",A stack of luggage with an opened one on top.,A stack of luggage with an opened one on tip top.
21832,"4364    110972
Name: id, dtype: int64",A large black bear walking across a field.,A fluffy black bear walking across a field.
21833,"4364    110972
Name: id, dtype: int64",A black bear is standing outdoors in the wild. ,A black bear is standing stunned outdoors in the wild. 
21834,"4364    110972
Name: id, dtype: int64",A bear is walking in an area with a lot of foliage.,A bear is walking in above an area with a lot of foliage.
21835,"4364    110972
Name: id, dtype: int64",A black bear walking in the grass and leaves.,A black bear now walking in the grass and leaves.
21836,"4364    110972
Name: id, dtype: int64",A gigantic black bear roams around with his head hanging low. ,A gigantic black bear roams around with almost his head hanging low. 
21837,"4365    520707
Name: id, dtype: int64",Several people are seen walking through the airport while waiting for their bags.,Several people are seen walking through outside the airport while waiting for their bags.
21838,"4365    520707
Name: id, dtype: int64",A cop standing next to a crowd of people.,A cop standing next to tens of people.
21839,"4365    520707
Name: id, dtype: int64",People are walking around with their luggage at an airport.,People are proudly walking around with their luggage at an airport.
21840,"4365    520707
Name: id, dtype: int64",there are many people walking thru the airport with luggage,there are many people walking thru the airport with loose luggage
21841,"4365    520707
Name: id, dtype: int64",Several people in the airport walking with their luggage. ,Several people in the store walking with their luggage. 
21842,"4366    423104
Name: id, dtype: int64",A man getting ready to throw a Frisbee on a field.,A man getting ready to reportedly throw a Frisbee on a field.
21843,"4366    423104
Name: id, dtype: int64",a guy with a racket  playing tennis on the court ,a guy with l  playing tennis on the court 
21844,"4366    423104
Name: id, dtype: int64",A man standing on top of a grass covered field with a frisbee.,A man standing on top of a sand covered field with a frisbee.
21845,"4366    423104
Name: id, dtype: int64",A man who is jumping up to catch a Frisbee.,A man who jumped up to catch a Frisbee.
21846,"4366    423104
Name: id, dtype: int64",A man holding a frisbee in his hand in a field. ,A disturbed man holding a frisbee in his hand in a field. 
21847,"4367    291861
Name: id, dtype: int64",A Zebra standing in between a group of large rocks ,A Zebra standing in between clusters of large rocks 
21848,"4367    291861
Name: id, dtype: int64",a zebra is standing by a large rock,a zebra is standing by a recent large rock
21849,"4367    291861
Name: id, dtype: int64",A zebra is standing in an area with large rocks,A zebra is standing in an area sprayed with large rocks
21850,"4367    291861
Name: id, dtype: int64",Black and white photograph of a zebra between rocks.,Black and white photograph of a zebra between wires.
21851,"4367    291861
Name: id, dtype: int64",A lone Zebra near a rock with large rock face in background.,A lone Zebra near a rock with large rock face in Morocco.
21852,"4368    515982
Name: id, dtype: int64",A man sliding into a base next to another baseball player.,A man sliding into space next to another baseball player.
21853,"4368    515982
Name: id, dtype: int64","A baseball player sliding into home plate, in a game.","A Royals baseball player sliding into home plate, in a game."
21854,"4368    515982
Name: id, dtype: int64",a  runner sliding into base as the ball gets close,a  runner sliding closer into base as the ball gets close
21855,"4368    515982
Name: id, dtype: int64",a man is sliding up to a base at a baseball game,a man is sliding up halfway to a base at a baseball game
21856,"4368    515982
Name: id, dtype: int64",A man sliding into home plate as another catches a baseball.,A man sliding into home plate as Stanton catches a baseball.
21857,"4369    129945
Name: id, dtype: int64",a man is swinging a baseball bat at a game,a man is swinging a baseball bat at a bus
21858,"4369    129945
Name: id, dtype: int64",A baseball player swings the bat while the catcher & umpire look on,A baseball player swings the base bat while the catcher & umpire look on
21859,"4369    129945
Name: id, dtype: int64",A batter swings as the catcher and umpire squat down behind him.,ninth batter swings as the catcher and umpire squat down behind him.
21860,"4369    129945
Name: id, dtype: int64",The batter is going to hit the ball in the baseball game. ,The game is going to hit the ball in the baseball game. 
21861,"4369    129945
Name: id, dtype: int64",A baseball batter is up for a swing over the plate.,A ball is up for a swing over the plate.
21862,"4370    128598
Name: id, dtype: int64","A group of red, yellow and orange fruit  mixed together.","A group of red, yellow and orange fruit  apples mixed together."
21863,"4370    128598
Name: id, dtype: int64",a bunch of yellow and orange fruits in a pile,a bunch ful of yellow and orange fruits in a pile
21864,"4370    128598
Name: id, dtype: int64",A bunch of yellow and orange fruit in varied sizes.,big bunch of yellow and orange fruit in varied sizes.
21865,"4370    128598
Name: id, dtype: int64",Pears and oranges have dirt and brown spots.,Pears and oranges have dirt patches and brown spots.
21866,"4370    128598
Name: id, dtype: int64",A picture of some fruit on a table.,A picture of some fruit eating on a table.
21867,"4371    257478
Name: id, dtype: int64",a close up of a baseball player holding a glove on the field,a close up of a baseball player holding steady a glove on the field
21868,"4371    257478
Name: id, dtype: int64",An outfielder watching what is going on at home plate.,baseball outfielder watching what is going on at home plate.
21869,"4371    257478
Name: id, dtype: int64",A man in white baseball uniform on a grassy baseball field.,A man in white baseball cap on a grassy baseball field.
21870,"4371    257478
Name: id, dtype: int64",A baseball player has his hand on his hip and one hand is up in the air. ,A baseball striking player has his hand on his hip and one hand is up in the air. 
21871,"4371    257478
Name: id, dtype: int64",A baseball player signaling to another player or coach.,A baseball statistics player signaling to another player or coach.
21872,"4372    194746
Name: id, dtype: int64",A pizza covered in cheese dripping down onto the bottom of an oven burning.,A pizza covered in cheese dripping down onto the bottom of an avocado oven burning.
21873,"4372    194746
Name: id, dtype: int64",The pizza is beginning to melt in the oven.,The pizza exterior is beginning to melt in the oven.
21874,"4372    194746
Name: id, dtype: int64",There is a pizza in the oven that has melted onto the bottom.,There is a brick in the oven that has melted onto the bottom.
21875,"4372    194746
Name: id, dtype: int64",A pizza in an oven that had a lot of cheese melted off of it.,A pizza in an oven that had a lot of cheese melted partly off of it.
21876,"4372    194746
Name: id, dtype: int64",a food being cooked in an oven that has overflown ,a food prepared in an oven that has overflown 
21877,"4373    213171
Name: id, dtype: int64",a boy dressed in a baseball uniform standing in a field. ,a boy dressed in a baseball themed uniform standing in a field. 
21878,"4373    213171
Name: id, dtype: int64",A man standing in a dry baseball field.,Spanish man standing in a dry baseball field.
21879,"4373    213171
Name: id, dtype: int64",A baseball player is posing on a baseball field.,A baseball hockey player is posing on a baseball field.
21880,"4373    213171
Name: id, dtype: int64",a man in a baseball uniform standing with his mit on,a man in a baseball uniform standing with his mit button on
21881,"4373    213171
Name: id, dtype: int64",A man in black shirt standing in field with baseball mitt.,A man in black jersey standing in field with baseball mitt.
21882,"4374    559707
Name: id, dtype: int64","A plate of broccoli, ham, pasta and parmesan.","A plate of broccoli, basil, and parmesan."
21883,"4374    559707
Name: id, dtype: int64","A white plate with noodles, chicken and broccoli.","A white rib plate with noodles, chicken and broccoli."
21884,"4374    559707
Name: id, dtype: int64","A small portion of broccoli, ham, and pasta salad","A small equal portion of broccoli, ham, and pasta salad"
21885,"4374    559707
Name: id, dtype: int64",a close up of a plate of food with broccoli,a close up of a plate of food frozen with broccoli
21886,"4374    559707
Name: id, dtype: int64","A plate of prepared food has pasta, broccoli, and meat.","A plate of prepared food has involved pasta, broccoli, and meat."
21887,"4375    309655
Name: id, dtype: int64",A woman is posing for a picture on the snowy mountain.,A woman is posing for a picture on the snowy Austrian mountain.
21888,"4375    309655
Name: id, dtype: int64",A woman smiling with glasses on standing in the snow with two poles.,A woman smiling with glasses on standing in the snow with two knives.
21889,"4375    309655
Name: id, dtype: int64",A woman on skis in front of people on a slope.,A woman on skis in front of people on a hill.
21890,"4375    309655
Name: id, dtype: int64",A woman in a black jacket with skis on a slope.,A woman in a black sweat jacket with skis on a slope.
21891,"4375    309655
Name: id, dtype: int64",A woman stands on skis on a snowy hill.,A girl stands on skis on a snowy hill.
21892,"4376    324158
Name: id, dtype: int64",A man is skate boarding down a path and a dog is running by his side.,A man boy is skate boarding down a path and a dog is running by his side.
21893,"4376    324158
Name: id, dtype: int64",A man on a skateboard with a dog outside. ,A man on a silver skateboard with a dog outside. 
21894,"4376    324158
Name: id, dtype: int64",A person riding a skate board with a dog following beside.,A person riding a skate board poses with a dog following beside.
21895,"4376    324158
Name: id, dtype: int64",This man is riding a skateboard behind a dog.,This young man is riding a skateboard behind a dog.
21896,"4376    324158
Name: id, dtype: int64",A man walking his dog on a quiet country road.,A man walking his dog on a quiet street road.
21897,"4377    2473
Name: id, dtype: int64",A man flying through the air while riding skis.,A man flying through near the air while riding skis.
21898,"4377    2473
Name: id, dtype: int64",A skier is jumping while other skiers watch.,A skier is jumping while other skiers chase.
21899,"4377    2473
Name: id, dtype: int64",a person on skis is doing a twist during a jump,a person on skis is doing a twist during throwing a jump
21900,"4377    2473
Name: id, dtype: int64",A person in skis flies in the air from doing a trick.,A person cycling in skis flies in the air from doing a trick.
21901,"4377    2473
Name: id, dtype: int64",a snow skier is doing an aerial trick,a snow skier is doing an extreme aerial trick
21902,"4378    68628
Name: id, dtype: int64",Guy jumps off the steps doing a flip trick with his skateboard,Guy jumps off the steps doing a flip back trick with his skateboard
21903,"4378    68628
Name: id, dtype: int64",A skateboarder does a jump trick over stairs.,young skateboarder does a jump trick over stairs.
21904,"4378    68628
Name: id, dtype: int64",A shirtless man is in mid air above some stairs on his skateboard.,A shirtless man is in mid air above some slippery stairs on his skateboard.
21905,"4378    68628
Name: id, dtype: int64",a man on a skateboard jumping over a stairway,a man on a skateboard repeatedly jumping over a stairway
21906,"4378    68628
Name: id, dtype: int64",the man jumps over the steps while on his skateboard,the man jumps over the steps while on his modified skateboard
21907,"4379    447611
Name: id, dtype: int64",A couple of people holding knives to the bottom of a laptop.,A couple of people holding knives to grip the bottom of a laptop.
21908,"4379    447611
Name: id, dtype: int64",A computer laying upside down with two hands holding knives prying open a section of the back.,A computer laying herself upside down with two hands holding knives prying open a section of the back.
21909,"4379    447611
Name: id, dtype: int64",a knife being stuck into a laptop and stabbed,a knife being stuck into a laptop and forcefully stabbed
21910,"4379    447611
Name: id, dtype: int64",People sticking knives into the back side of a laptop,People sticking knives into onto the back side of a laptop
21911,"4379    447611
Name: id, dtype: int64",Two people are sticking knives into a laptop.,Two people are sticking knives into a Tesla laptop.
21912,"4380    398438
Name: id, dtype: int64",A person cutting a multi layer cake with a knife.,A person cutting a multi layer rice cake with a knife.
21913,"4380    398438
Name: id, dtype: int64",A man and woman making a cut unto a cake,A man and woman making toast unto a cake
21914,"4380    398438
Name: id, dtype: int64",A person reaching out and cutting a cake.,A person reaching out and actually cutting a cake.
21915,"4380    398438
Name: id, dtype: int64",The hands of a couple that is cutting a wedding cake.,The hands of a couple that is cutting this cake.
21916,"4380    398438
Name: id, dtype: int64",A couple at a wedding cutting their wedding cake together.,A couple at Lisbon a wedding cutting their wedding cake together.
21917,"4381    142790
Name: id, dtype: int64",Two snow boarders during a snowy day at the hill.,Two snow boarders during a snowy skiing day at the hill.
21918,"4381    142790
Name: id, dtype: int64",Two people sitting in the snow beside their skis.,Two homeless people sitting in the snow beside their skis.
21919,"4381    142790
Name: id, dtype: int64",two people on skis falling in the snow,two people on skis stepping in the snow
21920,"4381    142790
Name: id, dtype: int64",A ski is laying loose while two people struggle to get up.,a ski is laying loose while two people struggle to get up.
21921,"4381    142790
Name: id, dtype: int64",Two people are out skiing in the cold. One appears to have possibly crashed. ,Two people overnight are out skiing in the cold. One appears to have possibly crashed. 
21922,"4382    449190
Name: id, dtype: int64",a close up of a burrito french fries and a cup of fruit,a whip up of a burrito french fries and a cup of fruit
21923,"4382    449190
Name: id, dtype: int64",A close-up of a burrito and potato wedges.,A lovely close-up of a burrito and potato wedges.
21924,"4382    449190
Name: id, dtype: int64",A wrap served with a container of bacon and another container of vegetables.,A wrap served with a container of bacon jam and another container of vegetables.
21925,"4382    449190
Name: id, dtype: int64",A table topped with a cut in half burrito next to cup of veggies.,A vegetable table topped with a cut in half burrito next to cup of veggies.
21926,"4382    449190
Name: id, dtype: int64",A burrito along with some other spanish foods,A pineapple along with some other spanish foods
21927,"4383    393469
Name: id, dtype: int64",A man knees down on the side of a snow filled mountainside.,A man knees down on the side of glacier filled mountainside.
21928,"4383    393469
Name: id, dtype: int64",Two snowboarders riding down a hill in a snowy forest.,Two hunters riding down a hill in a snowy forest.
21929,"4383    393469
Name: id, dtype: int64",A man standing next to a snowboard in the snow.,A man leans next to a snowboard in the snow.
21930,"4383    393469
Name: id, dtype: int64",A person is standing in the white snow.,A person is standing in the white snowy snow.
21931,"4383    393469
Name: id, dtype: int64",A man sitting on his knees in the snow.,A man sitting frozen on his knees in the snow.
21932,"4384    345941
Name: id, dtype: int64",A desert on a plate with a spoon on the side of the plate.,A desert on a plate with a spoon on the side wall of the plate.
21933,"4384    345941
Name: id, dtype: int64",A plate with strawberries and ice cream on a cake.,A festive plate with strawberries and ice cream on a cake.
21934,"4384    345941
Name: id, dtype: int64","A dessert topped with ice cream, and strawberries sits on a plate.","A dessert topped with ice cream, cake and strawberries sits on a plate."
21935,"4384    345941
Name: id, dtype: int64","A white dish that has an ice cream and cookie style dessert on it, along with powdered sugar sprinkled over it.","A white dish that has an ice cream and cookie style dessert on it, along with chopped powdered sugar sprinkled over it."
21936,"4384    345941
Name: id, dtype: int64",A plate with an ice cream dessert on it ,A plate with an ice cream or dessert on it 
21937,"4385    420069
Name: id, dtype: int64",A group of people playing a game of baseball on a field.,A group of people played a game of baseball on a field.
21938,"4385    420069
Name: id, dtype: int64",A male baseball player is up to bat.,A fearless baseball player is up to bat.
21939,"4385    420069
Name: id, dtype: int64",A black and white photo of an old fashion baseball game.,A black and white photo of an old fashion baseball swing.
21940,"4385    420069
Name: id, dtype: int64",A group of people play a game of baseball in a field. ,A group ie of people play a game of baseball in a field. 
21941,"4385    420069
Name: id, dtype: int64",an informal baseball game is held in an open field.,an informal baseball game is held in left field.
21942,"4386    227985
Name: id, dtype: int64",Two sandwiches cut in half sitting on top of a white plate.,Two sandwiches cut in half sitting on top glass of a white plate.
21943,"4386    227985
Name: id, dtype: int64",two sandwiches on a plate with a slice of tomato on the side,two sandwiches on a slab with a slice of tomato on the side
21944,"4386    227985
Name: id, dtype: int64",A foam plate with two sandwiches on it.,A foam plate with chicken sandwiches on it.
21945,"4386    227985
Name: id, dtype: int64","The white plate contains a meat sandwich on toast, garnished with lettuce, onions, and tomato.","The white plate contains a meat sandwich on toast, garnished warm with lettuce, onions, and tomato."
21946,"4386    227985
Name: id, dtype: int64",A plate with two ham sandwiches garnished with lettuce,A roll with two ham sandwiches garnished with lettuce
21947,"4387    231125
Name: id, dtype: int64",a person putting some pastries into a bag ,a person putting some pastries home into a bag 
21948,"4387    231125
Name: id, dtype: int64",A baker is placing their goods inside a bag.,A baker is placing their goods inside a counter.
21949,"4387    231125
Name: id, dtype: int64",A person working at a store selling pasties.,A person working at a store selling vodka.
21950,"4387    231125
Name: id, dtype: int64",A person putting doughnuts into a bag in a shop.,A lonely person putting doughnuts into a bag in a shop.
21951,"4387    231125
Name: id, dtype: int64",Pans of potatoes and a  person wearing a red apron in a commercial kitchen.,Pans of potatoes and a  person wearing like a red apron in a commercial kitchen.
21952,"4388    216636
Name: id, dtype: int64",A viw of a cake with pieces cut off of it.,A viw of a cake with pieces cut off of all it.
21953,"4388    216636
Name: id, dtype: int64",a cake with a section missing sitting next to a burning candle,a sculpture with a section missing sitting next to a burning candle
21954,"4388    216636
Name: id, dtype: int64",a candle next to a bunt cake on a green plate,a candle next to a leftover bunt cake on a green plate
21955,"4388    216636
Name: id, dtype: int64",A partially eaten bundt cake next to a lit candle.,A partially eaten cake next to a lit candle.
21956,"4388    216636
Name: id, dtype: int64",A cake sitting on top of a table next to a candle.,A cake sitting on top of a table next to making a candle.
21957,"4389    277689
Name: id, dtype: int64",Lavishly decorated cake and empty drinking glasses await their tropical guests,Lavishly decorated strawberry cake and empty drinking glasses await their tropical guests
21958,"4389    277689
Name: id, dtype: int64",clear glasses on a table with a white cake with red flowers on it,clear glasses on to a table with a white cake with red flowers on it
21959,"4389    277689
Name: id, dtype: int64","A small two tier wedding cake is embellished with red flowers, on a table with stemware artfully arranged. ","A small two tier wedding cake is embellished with red flowers, on a table with stemware artfully etched. "
21960,"4389    277689
Name: id, dtype: int64",a cake near many glasses and cups wit ha sky background,a cake near many glasses and cups wit ha rem sky background
21961,"4389    277689
Name: id, dtype: int64",A fancy desert on a table with a number of drinking glasses.,A fancy desert on a table with half a number of drinking glasses.
21962,"4390    92939
Name: id, dtype: int64",a man and female standing side by side with a cake cutter in their hand,a man and female standing side by side with a cake covered in their hand
21963,"4390    92939
Name: id, dtype: int64",A bride and groom are cutting their wedding cake. ,A bride and groom are cutting into their wedding cake. 
21964,"4390    92939
Name: id, dtype: int64",A couple holding a knife and cutting their wedding cake together.,A couple holding a knife and cutting their wedding dessert cake together.
21965,"4390    92939
Name: id, dtype: int64",A bride and groom prepare to cut the wedding cake,A bride and groom prepare yourself to cut the wedding cake
21966,"4390    92939
Name: id, dtype: int64",A happy couple is cutting a decorated cake.,A happy holiday couple is cutting a decorated cake.
21967,"4391    468332
Name: id, dtype: int64",The man is holding the child and lighting the candle.,The man is holding the older child and lighting the candle.
21968,"4391    468332
Name: id, dtype: int64",A man lighting candles on a birthday cake for a little girl.,A man lighting candles on giving a birthday cake for a little girl.
21969,"4391    468332
Name: id, dtype: int64",A man and a child sitting in front of a cake at a bench.,A man and a scared child sitting in front of a cake at a bench.
21970,"4391    468332
Name: id, dtype: int64",A man who is holding a young girl while lighting a candle on a cake. ,A man who laughs is holding a young girl while lighting a candle on a cake. 
21971,"4391    468332
Name: id, dtype: int64",A group of people sitting at a table.,A group photograph of people sitting at a table.
21972,"4392    9914
Name: id, dtype: int64","A plate of food which includes onions, tomato, lettuce, sauce, fries, and a sandwich.","A plate of food which includes onions, tomato, lettuce, sauce, fries, and a hot sandwich."
21973,"4392    9914
Name: id, dtype: int64","A sandwich, french fries, bowl of ketchup, onion slice, lettuce slice, tomato slice, and knife sit on the white plate.","A sandwich, french fries, bowl of ketchup, onion slice, lettuce slice, tomato slice, and knife sit on the hard white plate."
21974,"4392    9914
Name: id, dtype: int64",Partially eaten hamburger on a plate with fries and condiments. ,Partially eaten hamburger on a plate with fries and cheese. 
21975,"4392    9914
Name: id, dtype: int64",A grilled chicken sandwich sits beside french fries made with real potatoes. ,A grilled pizza sandwich sits beside french fries made with real potatoes. 
21976,"4392    9914
Name: id, dtype: int64",A sandwich on a sesame seed bun next to a pile of french fries and a cup of ketchup.,A sandwich on a sesame seed bun next to a pile of french fries melted and a cup of ketchup.
21977,"4393    16451
Name: id, dtype: int64",A bunch of surfboards that are in the sand.,A map of surfboards that are in the sand.
21978,"4393    16451
Name: id, dtype: int64",two surf boars on a beach near the water ,two surf girls on a beach near the water 
21979,"4393    16451
Name: id, dtype: int64",A sandy beach with surf boards sitting on top of it,A sandy island with surf boards sitting on top of it
21980,"4393    16451
Name: id, dtype: int64",Several items including two surf boards on the beach,Several items including two mini surf boards on the beach
21981,"4393    16451
Name: id, dtype: int64","Surf boards, towels chairs and bags are lying on a beach.","Surf boards, towels chairs and pets are lying on a beach."
21982,"4394    31620
Name: id, dtype: int64",A bride and groom cutting their wedding cake.,A bride prince and groom cutting their wedding cake.
21983,"4394    31620
Name: id, dtype: int64",A newlywed couple cutting a piece of wedding cake,A newlywed Austrian couple cutting a piece of wedding cake
21984,"4394    31620
Name: id, dtype: int64",a newly married couple cutting their wedding cake,a royal couple cutting their wedding cake
21985,"4394    31620
Name: id, dtype: int64",A bride and groom about to cut into their cake,A bride and groom about to cut into their beard
21986,"4394    31620
Name: id, dtype: int64",A woman in a white dress and a man in gray stand near a cake on a white table under a white canopy.,A woman in a white dress and a man in gray stand alone near a cake on a shelf under a white canopy.
21987,"4395    420840
Name: id, dtype: int64",A female toddler who just finished eating with a bow in her hair,A female toddler who just finished eating with stick a bow in her hair
21988,"4395    420840
Name: id, dtype: int64",A young toddler with food on her face sticking out her tongue. ,A young toddler with food on her face constantly sticking out her tongue. 
21989,"4395    420840
Name: id, dtype: int64",A little girl sitting at a table with food on her face,A little girl sitting at a table with wet food on her face
21990,"4395    420840
Name: id, dtype: int64",An adorable baby girl sitting at a table with food on her face.,An adorable smiling baby girl sitting at a table with food on her face.
21991,"4395    420840
Name: id, dtype: int64",A baby with food on her face and her tongue sticking out.,cute baby with food on her face and her tongue sticking out.
21992,"4396    422670
Name: id, dtype: int64",A small child is reaching for the camera.,A small child that is reaching for the camera.
21993,"4396    422670
Name: id, dtype: int64",a close up of a child on a couch,a close up view of a child on a couch
21994,"4396    422670
Name: id, dtype: int64",A baby is reaching up toward the camera.,A baby is standing up toward the camera.
21995,"4396    422670
Name: id, dtype: int64",A boy reaching towards his reflection in a mirror like object.,A boy reaching towards his reflection in a mirror ed object.
21996,"4396    422670
Name: id, dtype: int64",The little baby is reaching up with his hand.,The little green baby is reaching up with his hand.
21997,"4397    451571
Name: id, dtype: int64",A HALD EATEN CORN AND A SANDWICH ON THE PLAE,A HALD EATEN AR CORN AND A SANDWICH ON THE PLAE
21998,"4397    451571
Name: id, dtype: int64",Meal with corn on the cob placed on a plate.,Meal with corn on the cob until placed on a plate.
21999,"4397    451571
Name: id, dtype: int64","a piece of eaten corn next to a bunch of mixed veggies
","a piece of eaten corn next to a bunch ut of mixed veggies
"
22000,"4397    451571
Name: id, dtype: int64",A close up of a corn on the cob that has been eating.,A close up of a corn on the cob that has been cut.
22001,"4397    451571
Name: id, dtype: int64",A plate topped with a half eaten corn cob and meat.,A plate topped with a half meal eaten corn cob and meat.
22002,"4398    213830
Name: id, dtype: int64",two tennis players in blue shirts playing tennis,two tennis players in pale blue shirts playing tennis
22003,"4398    213830
Name: id, dtype: int64",a couple of people on a court playing tennis,a couple of people on a jog playing tennis
22004,"4398    213830
Name: id, dtype: int64",A couple of men standing on top of a tennis court.,A couple of grown men standing on top of a tennis court.
22005,"4398    213830
Name: id, dtype: int64",Couple of men during couples match playing tennis about to contact ball,Couple of men during couples match on playing tennis about to contact ball
22006,"4398    213830
Name: id, dtype: int64",Two people playing a doubles match on a tennis court.,Two people wrestle playing a doubles match on a tennis court.
22007,"4399    19432
Name: id, dtype: int64",a man playing tennis going for a low ball,a man playing tennis going wild for a low ball
22008,"4399    19432
Name: id, dtype: int64",A tennis player with a racket hitting the ball,A tennis player with a racket sits hitting the ball
22009,"4399    19432
Name: id, dtype: int64",He's almost got this tennis ball at the end of his racket.,He's almost got in this tennis ball at the end of his racket.
22010,"4399    19432
Name: id, dtype: int64",A man with a racquet standing on a tennis court.,A Spanish man with a racquet standing on a tennis court.
22011,"4399    19432
Name: id, dtype: int64",A man playing tennis on a blue tennis court,A man playing balls on a blue tennis court
22012,"4400    79969
Name: id, dtype: int64",a tennis player hitting a serve on a court,a tennis match hitting a serve on a court
22013,"4400    79969
Name: id, dtype: int64",A tennis player jumps and stretches to return the ball.,A tennis player jumps and stretches to return the throw ball.
22014,"4400    79969
Name: id, dtype: int64",A man swinging a tennis racquet on a court.,A man swinging a fist on a court.
22015,"4400    79969
Name: id, dtype: int64",The man is playing a game of tennis on the court.,The man is playing a game of tennis on reaching the court.
22016,"4400    79969
Name: id, dtype: int64",A man jumping into the air on a tennis court.,A man jumping into the air on a Spanish court.
22017,"4401    485027
Name: id, dtype: int64",A tennis player is serving a tennis ball.,A tennis player man is serving a tennis ball.
22018,"4401    485027
Name: id, dtype: int64",Player about to serve in a tennis game on a dirt court.,Player about to serve in a tennis game on a Tennessee dirt court.
22019,"4401    485027
Name: id, dtype: int64",Professional tennis player on clay serving the ball,Professional tennis player trained on clay serving the ball
22020,"4401    485027
Name: id, dtype: int64",A tennis player get ready to serve the ball ,A tennis player get ready to serve beneath the ball 
22021,"4401    485027
Name: id, dtype: int64",A guy throws a tennis ball in the air to hit it. ,A guy throws a tennis ball in in the air to hit it. 
22022,"4402    385029
Name: id, dtype: int64",A person cutting a pizza next to a salad and bottles of wine on wooden table.,Little person cutting a pizza next to a salad and bottles of wine on wooden table.
22023,"4402    385029
Name: id, dtype: int64",A hand is slicing a pizza on a table.,A third hand is slicing a pizza on a table.
22024,"4402    385029
Name: id, dtype: int64",A man cuts a pizza to serve with salad and wine. ,A man cuts a pizza to complete with salad and wine. 
22025,"4402    385029
Name: id, dtype: int64","A homemade pizza, salad and two glasses of wine on a table.","A soft pizza, salad and two glasses of wine on a table."
22026,"4402    385029
Name: id, dtype: int64","A slice of pizza, greens, two wine glasses with two bottles on the table ","A slice of pizza, greens, two wine glasses with two forks on the table "
22027,"4403    307172
Name: id, dtype: int64",A baked dish on a plate being touched by a woman.,A baked dish balancing on a plate being touched by a woman.
22028,"4403    307172
Name: id, dtype: int64",A man cutting pizza on a plate on the table,A man cutting bacon on a plate on the table
22029,"4403    307172
Name: id, dtype: int64",A vegetable pizza seems to be ready to be eaten. ,A vegetable pizza dinner seems to be ready to be eaten. 
22030,"4403    307172
Name: id, dtype: int64",A pizza pie being enjoyed at a cafe of some sort.,A pizza pie being enjoyed at normally a cafe of some sort.
22031,"4403    307172
Name: id, dtype: int64",Flat pizza like object sitting on table with a person taking a slice,Flat pizza like object sitting out on table with a person taking a slice
22032,"4404    521717
Name: id, dtype: int64",A woman on a tennis court is swinging a racquet.,A woman on a Bulgarian tennis court is swinging a racquet.
22033,"4404    521717
Name: id, dtype: int64",A woman that is hold a device in her hand while standing on a court.,A judge that is hold a device in her hand while standing on a court.
22034,"4404    521717
Name: id, dtype: int64",A woman standing on a tennis court holding a racquet.,A participant standing on a tennis court holding a racquet.
22035,"4404    521717
Name: id, dtype: int64",A tennis player playing tennis on the tennis court,A tennis player playing tennis around on the tennis court
22036,"4404    521717
Name: id, dtype: int64",A woman holding a tennis racket over her shoulder.,A woman holding a tennis racket swinging over her shoulder.
22037,"4405    140076
Name: id, dtype: int64",A made up dinner table with a flower vase on the table. ,A made up dinner recipe with a flower vase on the table. 
22038,"4405    140076
Name: id, dtype: int64","A dining room has a dining table and chairs, wall tapestry, and bar cart.","A dining room has a common table and chairs, wall tapestry, and bar cart."
22039,"4405    140076
Name: id, dtype: int64",The table has been decorated with a very modern look.,bedroom table has been decorated with a very modern look.
22040,"4405    140076
Name: id, dtype: int64",A view of a table with a vase on the middle of it.,A thumbnail view of a table with a vase on the middle of it.
22041,"4405    140076
Name: id, dtype: int64",A table that has a vase on it near a blanket hanging on a wall.,A table that has a vase on it surrounds a blanket hanging on a wall.
22042,"4406    182155
Name: id, dtype: int64",Two teenage girls paying a video game together.,Two teenage girls paying a video game deposit.
22043,"4406    182155
Name: id, dtype: int64",Two girls play Ninendo Wii while standing in front of a couch.,Little girls play Ninendo Wii while standing in front of a couch.
22044,"4406    182155
Name: id, dtype: int64",Two girls with brown hair play with Wii remotes.,Two girls with brown hair go play with Wii remotes.
22045,"4406    182155
Name: id, dtype: int64",Two girls are playing a game on their Nintendo Wii.,Two girls are playing a game on just their Nintendo Wii.
22046,"4406    182155
Name: id, dtype: int64",A picture of two people playing a video game.,A picture of two people playing a FIFA video game.
22047,"4407    532761
Name: id, dtype: int64",A living room that is filled with furniture.,A living room that is filled green with furniture.
22048,"4407    532761
Name: id, dtype: int64","A room with a television, a sofa, and a seat.","A sitting room with a television, a sofa, and a seat."
22049,"4407    532761
Name: id, dtype: int64",this living room is painted yellow with beige couches,this living room is painted yellow with beige foliage
